,ack,ack_A,ack_B,bytes,bytes_A,bytes_A_B_ratio,bytes_B,ds_field_A,ds_field_B,duration,http_GET,http_POST,http_bytes_avg,http_bytes_entropy,http_bytes_firstQ,http_bytes_max,http_bytes_median,http_bytes_min,http_bytes_stdev,http_bytes_sum,http_bytes_thirdQ,http_bytes_var,http_cookie_count,http_cookie_values_avg,http_cookie_values_entropy,http_cookie_values_firstQ,http_cookie_values_max,http_cookie_values_median,http_cookie_values_min,http_cookie_values_stdev,http_cookie_values_sum,http_cookie_values_thirdQ,http_cookie_values_var,http_count_host,http_count_req_content_type,http_count_resp_code,http_count_resp_content_type,http_count_transactions,http_count_user_agents,http_dom_host_alexaRank,http_dom_resp_code,http_has_location,http_has_referrer,http_has_req_content_type,http_has_resp_content_type,http_has_user_agent,http_inter_arrivel_avg,http_inter_arrivel_entropy,http_inter_arrivel_firstQ,http_inter_arrivel_max,http_inter_arrivel_median,http_inter_arrivel_min,http_inter_arrivel_stdev,http_inter_arrivel_sum,http_inter_arrivel_thirdQ,http_inter_arrivel_var,http_req_bytes_avg,http_req_bytes_entropy,http_req_bytes_firstQ,http_req_bytes_max,http_req_bytes_median,http_req_bytes_min,http_req_bytes_stdev,http_req_bytes_sum,http_req_bytes_thirdQ,http_req_bytes_var,http_resp_bytes_avg,http_resp_bytes_entropy,http_resp_bytes_firstQ,http_resp_bytes_max,http_resp_bytes_median,http_resp_bytes_min,http_resp_bytes_stdev,http_resp_bytes_sum,http_resp_bytes_thirdQ,http_resp_bytes_var,http_time_avg,http_time_entropy,http_time_firstQ,http_time_max,http_time_median,http_time_min,http_time_stdev,http_time_sum,http_time_thirdQ,http_time_var,packet_inter_arrivel_A_avg,packet_inter_arrivel_A_entropy,packet_inter_arrivel_A_firstQ,packet_inter_arrivel_A_max,packet_inter_arrivel_A_median,packet_inter_arrivel_A_min,packet_inter_arrivel_A_stdev,packet_inter_arrivel_A_sum,packet_inter_arrivel_A_thirdQ,packet_inter_arrivel_A_var,packet_inter_arrivel_B_avg,packet_inter_arrivel_B_entropy,packet_inter_arrivel_B_firstQ,packet_inter_arrivel_B_max,packet_inter_arrivel_B_median,packet_inter_arrivel_B_min,packet_inter_arrivel_B_stdev,packet_inter_arrivel_B_sum,packet_inter_arrivel_B_thirdQ,packet_inter_arrivel_B_var,packet_inter_arrivel_avg,packet_inter_arrivel_entropy,packet_inter_arrivel_firstQ,packet_inter_arrivel_max,packet_inter_arrivel_median,packet_inter_arrivel_min,packet_inter_arrivel_stdev,packet_inter_arrivel_sum,packet_inter_arrivel_thirdQ,packet_inter_arrivel_var,packet_size_A_avg,packet_size_A_entropy,packet_size_A_firstQ,packet_size_A_max,packet_size_A_median,packet_size_A_min,packet_size_A_stdev,packet_size_A_sum,packet_size_A_thirdQ,packet_size_A_var,packet_size_B_avg,packet_size_B_entropy,packet_size_B_firstQ,packet_size_B_max,packet_size_B_median,packet_size_B_min,packet_size_B_stdev,packet_size_B_sum,packet_size_B_thirdQ,packet_size_B_var,packet_size_avg,packet_size_entropy,packet_size_firstQ,packet_size_max,packet_size_median,packet_size_min,packet_size_stdev,packet_size_sum,packet_size_thirdQ,packet_size_var,packets,packets_A,packets_A_B_ratio,packets_B,push,push_A,push_B,reset,reset_A,reset_B,ssl_count_certificates,ssl_count_client_cipher_algs,ssl_count_client_ciphersuites,ssl_count_client_compressions,ssl_count_client_elliptic_curves,ssl_count_client_key_exchange_algs,ssl_count_client_mac_algs,ssl_count_server_ciphersuite,ssl_count_server_compression,ssl_count_server_elliptic_curve,ssl_count_server_name,ssl_count_transactions,ssl_count_version,ssl_dom_server_ciphersuite,ssl_dom_server_name_alexaRank,ssl_dom_version,ssl_handshake_duration_avg,ssl_handshake_duration_entropy,ssl_handshake_duration_firstQ,ssl_handshake_duration_max,ssl_handshake_duration_median,ssl_handshake_duration_min,ssl_handshake_duration_stdev,ssl_handshake_duration_sum,ssl_handshake_duration_thirdQ,ssl_handshake_duration_var,ssl_ratio_client_elliptic_curves,ssl_ratio_server_name,ssl_req_bytes_avg,ssl_req_bytes_entropy,ssl_req_bytes_firstQ,ssl_req_bytes_max,ssl_req_bytes_median,ssl_req_bytes_min,ssl_req_bytes_stdev,ssl_req_bytes_sum,ssl_req_bytes_thirdQ,ssl_req_bytes_var,ssl_resp_bytes_avg,ssl_resp_bytes_entropy,ssl_resp_bytes_firstQ,ssl_resp_bytes_max,ssl_resp_bytes_median,ssl_resp_bytes_min,ssl_resp_bytes_stdev,ssl_resp_bytes_sum,ssl_resp_bytes_thirdQ,ssl_resp_bytes_var,tcp_analysis_duplicate_ack,tcp_analysis_keep_alive,tcp_analysis_lost_segment,tcp_analysis_out_of_order,tcp_analysis_retransmission,tcp_analysis_reused_ports,ttl_A_avg,ttl_A_entropy,ttl_A_firstQ,ttl_A_max,ttl_A_median,ttl_A_min,ttl_A_stdev,ttl_A_sum,ttl_A_thirdQ,ttl_A_var,ttl_B_avg,ttl_B_entropy,ttl_B_firstQ,ttl_B_max,ttl_B_median,ttl_B_min,ttl_B_stdev,ttl_B_sum,ttl_B_thirdQ,ttl_B_var,ttl_avg,ttl_entropy,ttl_firstQ,ttl_max,ttl_median,ttl_min,ttl_stdev,ttl_sum,ttl_thirdQ,ttl_var,is_ssl,is_http,is_g_http,is_cdn_http,is_img_http,is_ad_http,is_numeric_url_http,is_numeric_url_with_port_http,is_tv_http,is_cloud_http,B_is_system_port,B_is_user_port,B_is_dynamic_and_or_private_port,B_port_is_11095,B_port_is_1900,B_port_is_5222,B_port_is_5223,B_port_is_5228,B_port_is_54975,B_port_is_80,B_port_is_8080,B_port_is_8280,B_port_is_9543,B_port_is_else,subdomain_is_99sets,subdomain_is_ccc,subdomain_is_else,subdomain_is_feeds,subdomain_is_h10141.www1,subdomain_is_img,subdomain_is_unresolved,subdomain_is_whp.aus1.cold.extweb,subdomain_is_whp.hou9.cold.extweb,subdomain_is_www,subdomain_is_www.cloud,domain_is_dlink,domain_is_else,domain_is_epicurious,domain_is_google,domain_is_hp,domain_is_hpeprint,domain_is_livecdn,domain_is_mako,domain_is_proteussensor,domain_is_samsung,domain_is_unresolved,suffix_is_biz,suffix_is_cloudfront.net,suffix_is_co.il,suffix_is_com,suffix_is_com.sg,suffix_is_else,suffix_is_empty_char_value,suffix_is_googleapis.com,suffix_is_net,suffix_is_org,suffix_is_unresolved,device_category
0,9,5,5,1213,743,0.713924473397075,668,0,0,1.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.817936490372451,4.75488750216347,0.35629820823669395,10.5841729640961,0.5011780261993409,0.0,4.62594025297826,7063.0948948860205,0.538111925125122,21.3993232241246,0.22399497032165502,2.0,0.0670949041843414,0.342990350723268,0.166026639938354,0.0,0.115841683662145,0.55195826292038,0.244937595725061,0.0134192956736868,3.1224999535305096,4.88968018135462,0.0035519003868103,10.5841729640961,0.35424292087554904,0.0,4.37592395090477,7063.0948948860205,0.534085768461227,19.148710424102102,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,50.0,4225.0,131.086683417085,0.6807021121313139,0.0,477,0.0,0,86.8387576778009,477,129.0,7540.96983502382,64.625,1.06127812445913,0.0,477,0.0,0,103.577738967003,679,60.5,10728.3480095167,10,5,0.542603583773972,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,64.0,0,64,64,64,64,0,7140,64,0,44.0,0.0,44.0,44,44.0,44,0.0,512,44.0,0.0,56.965090587715395,0.935617255777892,44.0,64,64.0,44,9.55241120088813,7140,64.0,91.248559750853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
1,9,5,5,1213,743,1.80687352678961,668,0,0,0.6890000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430640578269958,3.5,9.5367431640625e-07,0.195948839187622,0.0114655494689941,0.0,0.0570436762913138,0.6890249252319339,0.0859828591346741,0.0032539810048282,0.0466432938208947,2.0,0.0,0.286142826080322,9.5367431640625e-07,0.0,0.0856423646254363,0.55195826292038,0.0881848335266113,0.007334614618636179,0.0229674975077311,3.8648530979805202,9.5367431640625e-07,0.195948839187622,0.0012706518173217802,0.0,0.045001936463913,0.6890249252319339,0.0176538228988647,0.00202517428550206,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,0.0,4225.0,159.0,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,238.5,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.823480971707547,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,1088,64,0,129.8,0.371232326640876,107.0,235,108.0,42,51.5814196890979,512,229.0,2660.64285714286,135.0,1.16088712854526,64.0,235,64.0,42,79.310150674425,4185,235.0,6290.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
2,9,5,5,1213,743,0.103124008094631,668,0,0,0.9852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205244123935699,4.75488750216347,0.00157952308654785,0.12192296981811501,0.0019210577011108398,9.5367431640625e-07,0.0362434798149122,0.9851717948913571,0.0136388540267944,0.00131358982909395,0.0320420690945217,2.0,0.00209420919418335,0.19661903381347698,0.0036023855209350603,9.5367431640625e-07,0.0529386282441781,0.55195826292038,0.0415129065513611,0.00280249836037529,0.012794438894693002,4.88968018135462,0.00154805183410645,0.103087902069092,0.0021548271179199197,9.5367431640625e-07,0.0249936700025852,0.9851717948913571,0.007520914077758791,0.000624683540198128,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,50.0,4225.0,121.48275862068998,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,31.0,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.59182465663966,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,3136,64,0,129.8,0.216396932451265,107.0,235,108.0,43,35.653504929994,512,229.0,1271.1724137931,125.115384615385,1.0324955498974,64.0,235,64.0,43,79.310150674425,7140,235.0,6290.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
3,9,5,5,1213,743,1.80687352678961,668,0,0,1.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178557674090068,3.4182958340544904,0.00247758626937866,0.42563199996948203,0.117488980293274,0.0,0.183261019008213,2.14269208908081,0.36119759082794206,0.0335846010879284,0.161996277895841,2.0,1.54972076416016e-06,0.342990350723268,0.00348496437072754,0.0,0.115841683662145,0.55195826292038,0.244937595725061,0.0134192956736868,0.0892788370450338,4.2516291673878195,0.000599026679992676,0.39915394783020003,0.00318253040313721,0.0,0.149977679848693,2.14269208908081,0.0962734818458557,0.0224933044527971,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,31.0,4225.0,159.0,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,238.5,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.8332870396089108,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,832,64,0,42.0,0.0,42.0,42,42.0,42,0.0,504,42.0,0.0,53.44,0.9988455359952021,42.0,64,64.0,42,11.217842929904098,1336,64.0,125.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
4,9,5,5,1213,743,1.80687352678961,668,0,0,1.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170561750729879,3.58496250072116,0.00339168310165405,0.40601897239685103,0.0618845224380493,0.0,0.188883406234853,2.04674100875854,0.37396734952926597,0.0356769411508804,0.20874938368797302,2.0,1.4305114746093799e-06,0.342990350723268,0.166026639938354,0.0,0.115841683662145,0.55195826292038,0.244937595725061,0.0134192956736868,0.0974638575599307,4.165894208390021,0.000792980194091797,0.40340709686279297,0.0042579174041748,0.0,0.161858975303599,2.04674100875854,0.11219906806945801,0.0261983278863311,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,31.0,4225.0,159.0,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,238.5,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.6922544419660028,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,832,64,0,42.0,0.0,42.0,42,42.0,42,0.0,378,42.0,0.0,55.0,0.976020648236615,42.0,64,64.0,42,11.071198154284302,1210,64.0,122.57142857142901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
5,9,5,5,1213,743,0.061268816548139,668,0,0,1.3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131155240882948,4.75488750216347,0.00157856941223145,0.13403606414794902,0.0016510486602783199,0.0,0.0273077239557758,1.3508989810943601,0.00417947769165039,0.000745711787644849,0.0181813274111067,2.0,0.0013657808303833,0.19663715362548803,0.00305497646331787,0.0,0.0386742881552825,0.55195826292038,0.0106772184371948,0.00149570056431783,0.007763787247668741,4.88968018135462,0.00144726037979126,0.12191915512085,0.0016219615936279301,0.0,0.0181030304611473,1.3508989810943601,0.00310021638870239,0.000327719711877225,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,50.0,4225.0,49.6197183098592,0.91829583405449,0.0,477,0.0,0,219.419713022273,477,0.0,48145.0104627767,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.682685743406313,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,6656,64,0,129.8,0.10679203237584199,107.0,235,108.0,43,22.786207837322003,512,229.0,519.211267605633,132.28,1.01752230113049,64.0,235,64.0,43,79.310150674425,7140,235.0,6290.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
6,9,5,5,1213,743,1.80687352678961,668,0,0,1.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200895587603251,3.4182958340544904,0.000981271266937256,0.46870017051696794,0.19305801391601604,9.5367431640625e-07,0.20499612440174497,2.4107470512390097,0.38150346279144304,0.0420234110197357,0.22399497032165502,2.0,1.8477439880371102e-06,0.342990350723268,0.166026639938354,0.0,0.115841683662145,0.55195826292038,0.244937595725061,0.0134192956736868,0.11479747863042901,4.165894208390021,2.14576721191406e-06,0.405019998550415,0.006793975830078121,0.0,0.168879880118049,2.4107470512390097,0.35155200958252003,0.0285204139086865,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,31.0,4225.0,159.0,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,238.5,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.6922544419660028,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,832,64,0,42.0,0.0,42.0,42,42.0,42,0.0,378,42.0,0.0,55.0,0.976020648236615,42.0,64,64.0,42,11.071198154284302,1210,64.0,122.57142857142901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
7,9,5,5,1213,743,1.80687352678961,668,0,0,1.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231155927364643,3.7004397181410895,0.00173711776733398,0.743208885192871,0.163923978805542,0.0,0.264917076364594,3.00502705574036,0.37572598457336404,0.07018105734956401,0.219903815876354,2.0,0.000533461570739746,0.342990350723268,0.0414528846740723,0.0,0.115841683662145,0.55195826292038,0.244937595725061,0.0134192956736868,0.120201082229614,4.45366068968818,0.0010650157928466801,0.397198915481567,0.0134220123291016,0.0,0.14598976961922902,3.00502705574036,0.21966910362243697,0.0213130128334755,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,50.0,4225.0,159.0,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,238.5,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.8332870396089108,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.0,0,64,64,64,64,0,896,64,0,44.0,0.0,44.0,44,44.0,44,0.0,512,44.0,0.0,54.769230769230795,0.995727452084926,44.0,64,64.0,44,10.1678225488359,1424,64.0,103.384615384615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
8,9,5,5,1213,743,0.0537224580307502,668,0,0,1.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125023601124588,4.75488750216347,0.0015679597854614301,0.155145883560181,0.00177597999572754,0.0,0.029295448625062996,1.28774309158325,0.004956483840942379,0.000858223310143708,0.0208401052575362,2.0,0.0028400421142578103,0.20362615585327104,0.00516700744628906,0.0,0.0440172437105747,0.55195826292038,0.0121958255767822,0.00193751774387612,0.00799840429554815,4.88968018135462,0.00155401229858398,0.10298180580139199,0.0019681453704834,0.0,0.0193190271365755,1.28774309158325,0.00432705879211426,0.00037322480950374,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,50.0,4225.0,60.741379310344804,0.91829583405449,0.0,477,0.0,0,241.739642485343,477,0.0,58438.054748941504,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.557686945317833,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64,64,64,64,0,6656,64,0,129.8,0.12565805017256698,107.0,234,108.0,42,25.2108351090668,512,229.0,635.586206896553,123.679012345679,0.9860199936620079,64.0,234,64.0,42,79.310150674425,7140,234.0,6290.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
9,9,5,5,1213,743,1.80687352678961,668,0,0,1.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262523541083703,3.7004397181410895,0.00109100341796875,1.00909686088562,0.191012144088745,1.19209289550781e-06,0.32811842837170196,3.41280603408813,0.36046314239502003,0.107661703037115,0.22399497032165502,2.0,1.72853469848633e-06,0.342990350723268,0.0111769437789917,9.5367431640625e-07,0.115841683662145,0.55195826292038,0.244937595725061,0.0134192956736868,0.131261770541851,4.54659356429494,0.00085902214050293,0.6589069366455079,0.0152274370193481,9.5367431640625e-07,0.18338907548624697,3.41280603408813,0.308398842811584,0.0336315530077004,41.1489361702128,0.850178203413234,0.0,195,0.0,0,65.0,316,50.0,4225.0,159.0,0.91829583405449,0.0,477,0.0,0,275.396078403451,477,238.5,75843.0,64.625,1.06127812445913,0.0,477,0.0,0,167.211531984404,679,60.5,27959.696428571402,10,5,0.8332870396089108,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.0,0,64,64,64,64,0,896,64,0,42.0,0.0,42.0,42,42.0,42,0.0,512,42.0,0.0,53.4074074074074,0.999010270880481,42.0,64,64.0,42,11.201851698780901,1442,64.0,125.481481481481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,security_camera
